Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2010-01-01,274.8455810546875,309.4906043417203,260.02437385284463,279.5495304621456,111670096
2010-02-01,285.1571960449219,291.4270609836051,265.07492593441185,274.8820993820388,54282810
2010-03-01,292.2131042480469,316.6374998874324,282.61178096147273,285.15715402198555,74838560
2010-04-01,286.5047302246094,312.51998775723575,282.83637347502685,294.346721232268,93376066
2010-05-01,278.1386413574219,315.5519527841453,256.50293670858315,284.95127408888567,63786312
2010-06-01,281.11444091796875,297.2102078413678,273.2537175367739,278.13859106860707,54347776
2010-07-01,318.431396484375,326.01490210745146,275.18646029738613,284.3814608653663,78910160
2010-08-01,320.6797180175781,336.3573931206597,314.9027276431609,320.39466937934026,55141156
2010-09-01,352.3011169433594,364.86225558200556,317.3921465924614,320.01460333338406,70894688
2010-10-01,400.1702880859375,407.79056045817987,330.27635319906176,352.32011440222124,74402284
2010-11-01,408.9496154785156,421.1116858273191,379.665635106249,399.8470845096797,52248874
2010-12-01,443.86578369140625,449.33008517641366,399.21836632959736,405.15865307432557,56704742
2011-01-01,441.5237731933594,464.5614517429051,414.22128679475145,444.3796837573526,71709466
2011-02-01,423.4825744628906,457.2963466448905,402.7518673400552,444.3658628680636,71496466
2011-03-01,451.57489013671875,456.95304267903447,403.26678161302937,424.5314995841113,71696100
2011-04-01,444.61395263671875,475.6241881514796,434.8302624200113,451.9946148839591,74530282
2011-05-01,441.3717041015625,451.38424092757407,422.6625452364475,446.2730699593739,42229286
2011-06-01,451.6893005371094,459.62306163633605,403.55286241596974,441.31442515621643,62408962
2011-07-01,436.64801025390625,462.7624031274908,427.0855246640434,460.0741568022689,65778624
2011-08-01,401.3678894042969,442.7599146349324,347.3079698421693,439.8720989211671,90908646
2011-09-01,399.4041748046875,413.8239821315808,373.10578151709865,401.3678800438096,83728068
2011-10-01,429.6300964355469,444.3386893622477,390.93333265635516,392.7430356581392,81270134
2011-11-01,430.73040771484375,446.34873338172883,401.94552893631464,427.81522196103424,49110028
2011-12-01,448.1441955566406,462.1408584155669,430.2863843228381,440.1709147358894,53522314
2012-01-01,437.2365417480469,467.16044783680485,403.6059418800894,448.279418955458,83449324
2012-02-01,473.1167907714844,495.92180868602225,429.0942381638894,437.28314284523367,56845398
2012-03-01,452.5380859375,475.0720467560192,430.468724352257,473.5233196272302,62311588
2012-04-01,482.6607971191406,483.97722462279484,405.63100095353695,453.00268224693593,77519054
2012-05-01,482.1767883300781,501.49716732494227,462.33372341951775,483.9771929404963,71222046
2012-06-01,494.6053466796875,498.3029515894607,463.1468270086356,480.1054079028215,40116886
2012-07-01,484.6171875,500.3404949420302,457.944022761048,498.3921285287046,63937164
2012-08-01,524.9112548828125,542.509228957531,475.8283808428188,483.64101347363277,35416802
2012-09-01,506.219482421875,562.4313772494243,492.62548413948844,527.3526417121003,60426644
2012-10-01,513.8757934570312,521.4540549080857,412.1162767747381,505.8678468467164,36891286
2012-11-01,514.4666137695312,527.7785352825937,491.77763724936057,514.8189977212912,27664660
2012-12-01,491.6992492675781,517.598773873016,468.65789132072626,514.8580844500877,51445728
2013-01-01,526.2713623046875,548.1381496442239,491.4841757235373,496.0454299479938,72807950
2013-02-01,595.30224609375,598.4416119268087,526.6874911855457,527.4134599538563,53279530
2013-03-01,618.35693359375,626.931316524049,585.0992784314017,594.5566079589312,53438672
2013-04-01,540.9127807617188,618.0626919691568,535.654333039936,614.1384844010987,67258384
2013-05-01,588.0227661132812,599.4226063643893,538.9898198634951,540.9126908327431,52107158
2013-06-01,595.7533569335938,606.1720953572964,541.815115502938,590.2005957375297,57602648
2013-07-01,718.8060913085938,725.1409287974054,580.0335575693142,598.6421426926984,57188856
2013-08-01,806.818115234375,813.4847412706097,672.6923383809769,718.267363735513,60835374
2013-09-01,764.9932861328125,824.9133936544788,751.600546868864,801.58024631633,61485930
2013-10-01,838.107666015625,896.3611370271597,760.5884734692897,766.6598675730327,61919532
2013-11-01,796.9568481445312,854.1336574783496,783.2988300288039,838.9647367313585,36357132
2013-12-01,863.6367797851562,868.765957230082,788.4877971604419,793.2392610386505,40673516
2014-01-01,891.0722045898438,948.2291741438128,853.776019998331,866.8376689136924,66137366
2014-02-01,906.4817504882812,908.1746198454493,830.5416616353834,885.0719321476265,45670390
2014-03-01,849.6810302734375,915.7428113478386,801.1853471518245,904.9084660870049,64102864
2014-04-01,872.0067138671875,901.8012261230475,836.4764023226147,854.4008966580993,50211136
2014-05-01,852.9472045898438,897.5791252587933,796.4451667403947,872.0068617850202,62287858
2014-06-01,966.090576171875,969.9145079973321,818.9504018244414,854.0027536535031,47278736
2014-07-01,1037.5531005859375,1051.346678748514,939.0075556745745,972.7474452767758,37681358
2014-08-01,1030.1632080078125,1056.955109578214,992.4461310049822,1051.6661676287363,37398676
2014-09-01,1117.6654052734375,1136.391120863069,1026.793321739449,1031.408318573068,38972334
2014-10-01,1065.08251953125,1159.7732482496317,986.3198375472792,1123.9553593913508,52122622
2014-11-01,1081.61962890625,1101.631393653355,1043.9696077714127,1084.0750650672176,32515954
2014-12-01,1046.9364013671875,1109.4272202350965,959.6661237979301,1084.688725427042,44578912
2015-01-01,1015.7527465820312,1063.9815534303477,985.2234451582343,1050.5176161565112,54205486
2015-02-01,1091.71923828125,1119.4596545103313,997.6722855031634,1017.7651510969386,50414346
2015-03-01,1047.268798828125,1153.1254518537432,1025.5562230839007,1098.8336509084131,47499206
2015-04-01,1010.2607421875,1112.85732187487,984.5501035296193,1048.9292648183116,57822976
2015-05-01,1070.375732421875,1086.080993138781,1006.160530686198,1010.2611157239311,48810590
2015-06-01,1046.038330078125,1085.4655005794823,1015.632543407367,1070.026743602843,43641462
2015-07-01,1039.12548828125,1095.4739235107209,1016.0522050106417,1061.1226676997703,47457494
2015-08-01,1063.465576171875,1141.7722975246995,1031.093532504014,1038.3103172074905,52523858
2015-09-01,1073.419921875,1096.5012814697373,1032.7526728777934,1060.1268401106988,44310638
2015-10-01,1034.9095458984375,1148.8856597613835,1018.5887941230538,1077.9616713790022,59754614
2015-11-01,986.5986938476562,1059.0281007977362,969.5356769644832,1039.159353659682,32573672
2015-12-01,1012.9103393554688,1025.1931230698594,962.365582293426,982.1719211403184,41130386
2016-01-01,993.9767456054688,1013.8038861830785,932.3337911884563,1013.8038861830785,47374642
2016-02-01,907.004638671875,1016.671843401872,881.2544872110489,996.296780345318,34424190
2016-03-01,1050.1302490234375,1062.5052902946572,900.8378186733524,913.7545496534052,42997674
2016-04-01,1056.4638671875,1063.9639064733904,1000.9635968170701,1043.755467286408,49196874
2016-05-01,1070.5888671875,1102.9224095713314,1012.9219409398968,1053.7554868930476,33659726
2016-06-01,1063.7972412109375,1115.714116913104,1024.3386212343626,1071.3388860739492,43850532
2016-07-01,1102.7030029296875,1109.2704083419233,1011.8530210875495,1078.5801705955073,52253628
2016-08-01,1059.97509765625,1158.5312958366426,1041.1713141819423,1110.9204009027555,46041780
2016-09-01,1025.9974365234375,1069.9572566124527,964.3523103543724,1065.7153098757958,51842742
2016-10-01,1012.4490966796875,1037.330835133102,966.9908399172526,1034.1019457866735,41500766
2016-11-01,963.258544921875,1015.5890396193432,868.394838362464,1015.5890396193432,54418020
2016-12-01,1001.1361083984375,1006.6590839552941,908.0710823607621,963.6604053051136,41661230
2017-01-01,943.6846313476562,1011.462458168071,931.0939877169202,1001.5804519682349,59700074
2017-02-01,1046.7305908203125,1084.3980373222091,913.7804204910827,942.2166899629372,67284244
2017-03-01,1032.1097412109375,1098.043655961221,1021.1596296949608,1052.5243831911525,47388540
2017-04-01,964.77490234375,1039.4095582538255,956.1379761480758,1033.467649795045,43460404
2017-05-01,1080.83349609375,1119.4346701788077,962.801653917016,964.7751754806551,51544820
2017-06-01,1002.6338500976562,1149.7385260381238,985.9752783409227,1073.7881922174709,51191716
2017-07-01,1069.399169921875,1109.3117314652889,998.02862224956,1011.7190181154076,45807876
2017-08-01,1074.3704833984375,1097.4170623226103,1058.7693343209269,1075.941315690388,32619012
2017-09-01,1048.3758544921875,1093.586937195939,1042.1569336560278,1067.333964677658,33580344
2017-10-01,1129.308349609375,1136.1943761313835,1043.40512671835,1048.37599812841,35633200
2017-11-01,1137.9925537109375,1198.5818762019994,1112.8980691200366,1132.3824273558969,39628200
2017-12-01,1165.69775390625,1169.0206533392773,1076.4320890174317,1137.1292895997556,40300720
2018-01-01,1343.1290283203125,1406.437125638958,1130.7425270288804,1157.541711312951,58090866
2018-02-01,1312.8756103515625,1379.9025154918145,1251.212547354255,1351.3528082747425,46273616
2018-03-01,1232.4605712890625,1352.6505584176612,1203.2188125404657,1318.9099944405018,145325896
2018-04-01,1527.8857421875,1539.954444042163,1228.502983449366,1228.502983449366,116302252
2018-05-01,1506.2569580078125,1589.6134480914172,1469.3152960080445,1527.8855286370951,65337535
2018-06-01,1611.869384765625,1644.4949858169114,1492.7075292079444,1530.0873499547592,74257498
2018-07-01,1692.517822265625,1757.7690432397696,1606.0687556300031,1615.5773042580909,86782242
2018-08-01,1816.7279052734375,1828.615741150783,1700.1231436607422,1704.4498925282462,42262316
2018-09-01,1908.77099609375,1933.4205588046202,1764.0638908748401,1822.3226426883532,44640172
2018-10-01,1694.1356201171875,1989.4063066918234,1559.6991018841572,1915.0641167697647,68060513
2018-11-01,1724.0701904296875,1749.25348420581,1563.1160954257728,1702.522071749127,52728186
2018-12-01,1658.1995849609375,1777.8967960788523,1638.2280942297284,1737.866348858057,49342879
2019-01-01,1764.231689453125,1769.1807745225358,1583.7003789264734,1660.7831407326291,69895226
2019-02-01,1741.1082763671875,1841.6184493242906,1651.4392427242049,1763.9754808497712,62771882
2019-03-01,1757.08447265625,1816.1615614953294,1718.8116281650318,1751.290895117461,53475963
2019-04-01,1984.176025390625,1989.9694956722294,1761.780746747222,1764.4142007782343,67089639
2019-05-01,1928.1712646484375,1984.1760986376235,1783.9457173636213,1984.1760986376235,60480346
2019-06-01,1955.0765380859375,2012.398106063056,1880.3743422119628,1932.0777454502884,46280351
2019-07-01,1951.8719482421875,1998.8613816912336,1822.9388866979164,1977.8001998882733,60441617
2019-08-01,2004.23974609375,2024.1082062839089,1901.038524591581,1951.3751331396143,44449609
2019-09-01,1862.0557861328125,2036.7038087691342,1751.8030258062438,2004.2401459171153,56752600
2019-10-01,2013.1536865234375,2026.7246560683534,1707.4531374005187,1859.0838025781206,73272404
2019-11-01,1825.67041015625,2022.8419252918393,1809.4877181699937,2013.061151147571,59754775
2019-12-01,1922.0994873046875,1997.678180051722,1764.0956048248975,1831.6718477516577,86634118
2020-01-01,1848.610595703125,2009.5042678957875,1841.986388324586,1927.7014392911801,63370917
2020-02-01,1782.4945068359375,1987.3323009400722,1773.449003977912,1853.2096501367175,50645330
2020-03-01,1627.384033203125,1914.032147221572,1342.1618944391337,1813.5515863559067,115636914
2020-04-01,1808.354736328125,1824.1092671878605,1481.1910880216387,1639.0950568367284,88919456
2020-05-01,1770.56201171875,1824.1093377678503,1674.37433451612,1808.3548062985271,65345631
2020-06-01,1869.1285400390625,1913.8785554669375,1778.4168665619134,1786.4063439864942,73992134
2020-07-01,2054.01318359375,2122.9785632664975,1872.2366082750984,1872.4166303495642,106379633
2020-08-01,2036.82958984375,2100.6708539843835,2000.0136648375722,2066.7875665535707,65560742
2020-09-01,2248.927490234375,2305.5048047888904,2022.4375857326093,2047.4326426872767,116405821
2020-10-01,2404.627685546875,2603.279966443205,2248.927136041483,2264.89868830934,128617294
2020-11-01,2428.291748046875,2486.605638599521,2356.158568533883,2410.485057826066,65135883
2020-12-01,2594.2158203125,2675.093913741158,2378.2690011172635,2427.702098547616,62832148
2021-01-01,2819.49658203125,3026.5172760314244,2608.941586413781,2609.8477835608505,84685394
2021-02-01,2627.798095703125,2946.9326066580743,2614.814769702,2814.5575646097914,65464843
2021-03-01,2885.2392578125,2909.8892449675695,2634.607411273426,2656.5790735647765,71839377
2021-04-01,2756.13232421875,3045.487137287752,2741.923438771461,2897.2689249104537,61328558
2021-05-01,2868.2607421875,2921.465042328838,2727.396779475046,2746.3722542898554,43538924
2021-06-01,3052.538330078125,3101.714603825944,2842.0105800473316,2890.9133231069245,45079239
2021-07-01,2889.86376953125,3078.3123675848583,2857.8854059295695,3063.7145614552323,44349890
2021-08-01,3462.156005859375,3478.2944895164123,2895.7594084039515,2907.646011596011,56678047
2021-09-01,3452.189208984375,3640.7289547492596,3389.5101990972576,3470.8877032029104,50565601
2021-10-01,3106.74609375,3648.1806890030025,3095.9566726322496,3457.858006044901,71251894
2021-11-01,3233.084228515625,3275.591797179631,3120.677760116543,3149.535177912995,43267875
2021-12-01,3424.734375,3444.568034993086,3215.6782318211126,3238.4436180054677,44724473
2022-01-01,3422.810302734375,3703.8265785092212,3320.984934814641,3435.4067943135246,66332036
2022-02-01,3261.754150390625,3563.041095849479,3112.074438657669,3459.7977930077363,66967591
2022-03-01,3432.22021484375,3468.516015284452,3149.196005188648,3261.754055341412,50559459
2022-04-01,3254.87109375,3520.000016049005,3156.170456571374,3439.60781214216,43295317
2022-05-01,3087.525390625,3256.0183217974804,2894.529203676784,3230.2762808530974,51124294
2022-06-01,3018.473388671875,3212.677098367699,2793.7347428247017,3130.1727939577536,50689330
2022-07-01,3050.625,3079.358377212693,2728.276414014126,3011.9136842824423,59847596
2022-08-01,2974.612548828125,3176.137586563046,2854.0496525093004,3081.9289821156904,34342786
2022-09-01,2783.23095703125,3028.9422946208774,2710.559732012278,2955.0204219073007,53936799
2022-10-01,2957.938232421875,2963.3574041018896,2754.9312034382683,2774.3843155002064,36559310
2022-11-01,3149.15869140625,3184.636368211693,2940.517972065852,2985.42245716433,35504157
2022-12-01,3024.61474609375,3232.001558086046,2938.1958085097035,3180.921073691008,32369777
2023-01-01,3119.345947265625,3211.9873748308296,2971.955571014088,3028.608474086544,39921886
2023-02-01,3139.088623046875,3387.4885662143315,3126.8176752003474,3186.608125364698,31342992
2023-03-01,3037.747802734375,3226.3575119831735,2932.712115654956,3148.7059034833087,39995219
2023-04-01,3050.39794921875,3101.2812981130064,2909.2131097581323,3055.7989337230088,43824242
2023-05-01,3116.963623046875,3195.136445330312,3006.7161623590855,3050.3982804358266,36616015
2023-06-01,3129.044189453125,3164.814169966973,2990.465125872984,3140.1778919971703,38361975
2023-07-01,3266.103271484375,3388.721112379805,3102.5333449553996,3163.8183771914487,47658115
2023-08-01,3212.721435546875,3340.1563554641566,3200.135711977882,3268.4233623693976,35920566
2023-09-01,3377.1474609375,3477.784176884396,3212.7213195126856,3221.526395429756,38442941
2023-10-01,3224.158447265625,3521.092074950719,3187.071652510436,3377.147550836574,39818106
2023-11-01,3346.544189453125,3400.662999003865,3177.086678809762,3219.307099790623,36207838
2023-12-01,3639.975830078125,3770.0915813122683,3348.8949624447405,3358.4424878068057,45572195
2024-01-01,3661.61376953125,3804.6354857806377,3503.335222846181,3636.7133647184405,47730057
2024-02-01,3947.68212890625,4034.1047581218745,3668.0734827335946,3682.4852562340784,43410829
2024-03-01,3736.75830078125,4101.584547113573,3691.546498424431,3959.346343027345,57449760
2024-04-01,3683.111572265625,3917.894142297612,3664.0725460759645,3757.387921508829,50101987
2024-05-01,3538.800537109375,3844.4371973763873,3522.219761763785,3683.1114851361017,48488949
2024-06-01,3790.960205078125,3845.191088358879,3487.374695414372,3624.578152116034,49068284
2024-07-01,4258.208984375,4302.535393890146,3771.3941480183544,3771.3941480183544,69792747
2024-08-01,4431.99658203125,4469.467209186497,4000.59773822442,4281.773336299998,44299362
2024-09-01,4154.3740234375,4465.331619897212,4114.470231716536,4453.652461344735,46733974
2024-10-01,3862.345947265625,4183.0848531794145,3854.1219214961566,4141.769644006258,51094057
2024-11-01,4166.80126953125,4270.75524854911,3817.9132245688975,3892.6471479944557,41293329
2024-12-01,3995.040283203125,4385.392684550789,3933.819033134336,4165.971917031539,44350531
